text,label,task
yoga ? my car is old so it is a good thing i can run . lol,2,gender
true enough . the dust is awful .,2,gender
"it is for drying hands , correct ?",2,gender
great i just watched game of thrones,2,gender
i eat a lot of mashed potatoes . . .,2,gender
"i try to eat mostly veggies , what else do you like ?",2,gender
i love chicken salad . it is unhealthy with all of the mayo .,2,gender
"hello and greetings from austin , texas !",2,gender
"i'm a cool dad , taking my son to see imagine dragons tonight . our fave .",2,gender
"nice , i watch a bunch of true crime stuff on i'd discovery .",2,gender
that is good to hear . maybe someday you'll be okay with driving ?,2,gender
"i will , what do you work at ?",2,gender
oh i am doing well . what kind of foods do you like ?,2,gender
that's cool . i love italian food . i do not have many hobbies . you ?,2,gender
that is cool . i took the on vacation to italy this summer,2,gender
"that's cool , i just work in a boring office from 9 to 5",2,gender
a stationery company . it is small,2,gender
10 long boring years . i may quit soon,2,gender
not so great i am very weak,2,gender
that's so evil . i despise evil,2,gender
yeah so many trees so much shade,2,gender
chocolate cake is one . but i done eat shrimps .,2,gender
i feel like dump and skeleton but just wasting my hours here .,2,gender
i am doing ok i am grading papers my students had a test yesterday,2,gender
yeah i teach elementary school at the 5th grade level,2,gender
i like to read while sitting by the lake,2,gender
i mostly have weekends off but summer vacation is nice to have,2,gender
yeah we do not have the whole summer off tho we have meetings and things,2,gender
ll that is odd . where do you work ?,2,gender
i work for a grocery store . handle bookkeeping and tours,2,gender
oh yea ? that is pretty cool,2,gender
"oh i see . do you ever think about moving ? i do , it is what i want .",2,gender
i might try that ! there is one mistake i wish could be taken back .,2,gender
i really enjoy dogs 1 is on my lap lol,2,gender
i work in a dr office is so much going on there,2,gender
how could you help me ? i don't need any lol,2,gender
"oh i gotcha , typos happen ha",2,gender
"its pink , what is yours ?",2,gender
"hello , great to meet you !",2,gender
i like them ! i am a fan of up .,2,gender
i guess not ! i do still enjoy being at the lake .,2,gender
"you like to cook then ? sounds fun . i love birthdays , i even call my ex on his",2,gender
"yes , i think they're just special . i also have a sportscar . its very fast .",2,gender
i have never been on one before . i'd like to try,2,gender
"i'm afraid of spiders , they are just disgusting .",2,gender
"i really liked it , but you might not because of the clowns .",2,gender
hi there . what are you up to tonight ?,2,gender
how is it outside if it is the attic ?,2,gender
then why are you going for it ?,2,gender
at least you still try . what do you do for a living ?,2,gender
hopefully it isn't a far way to ride .,2,gender
i'm good . just eating mac and cheese . it is my favorite .,2,gender
same . i like to sit on my couch and watch tv while eating mac and cheese,2,gender
top gear the car show . my job is to make cars .,2,gender
they make cars . it is a good line of work . i get paid 30 grand a year,2,gender
you sound very very handy !,2,gender
"i was born and raised in nevada , where are you from",2,gender
i am a pilot so now i fly for career,2,gender
i moved to new mexico 2 years ago . do you have any pets ?,2,gender
"that is great , me and my dogs live here in new mexico",2,gender
i love to go hiking with my dogs,2,gender
i fly to alot of pro games since i'm a pilot,2,gender
"i crashed my plane last week , but i jumped just before it blew up",2,gender
what are you doing on this beautiful day ?,2,gender
oh that's pretty cool . i actually teach special ed,2,gender
yes it just takes a lot of consistency,2,gender
my grandpa takes me for ice cream after football games on sunday .,2,gender
i like to make pizza with my grandma . do you have pets ?,2,gender
"oh no ! i've a cat , his name is mater .",2,gender
my astros are in the playoffs !,2,gender
unicorns are cool no matter what age you are . what do you do for a living,2,gender
that would be interesting to do . i like to hike just got to hike the appalachian,2,gender
what do you do for a living ?,2,gender
what city are you from ?,2,gender
i'm in cali . its pretty hot,2,gender
there is always a drought here,2,gender
is it cold right now ?,2,gender
do you like the night ?,2,gender
really ? that is neat . what are your hobbies ?,2,gender
"neat , i've done a lot of side gigs myself , including staring on a reality tv show",2,gender
"yes , i live about 10 miles from the pacific ocean",2,gender
i absolutely love dancing and driving my prius,2,gender
wow that is amazing ! i'm a barista so that is super cool,2,gender
if you could have dinner with anyone dead or alive who would it be ?,2,gender
i need a loan too . my girlfriend left me and she left me broke,2,gender
is that your favourite dish ?,2,gender
are you homeless ? i know people are always looking for esl teachers .,2,gender
"aw , i could get you a new one from work at a doctors office",2,gender
"some , i like the art . i have thorns and a rose tattooed on my feet",2,gender
nice . so that's why you became a scientist . tell me what you love to do .,2,gender
wow that is a totally different field . what else ?,2,gender
i like to fix old classic cars . but i am doing better .,2,gender
"yes anyway , i was so poor that i had to live in a storage for 60 days .",2,gender
hello . how are you doig today ?,2,gender
that sounds delish . i made pancakes and bacon .,2,gender
that sucks gotta travel more,2,gender
that is cool . i can give you a ride . i fly planes,2,gender
oh . where do you live,2,gender
oh hi . i live in n mexico,2,gender
not really . i did spend my childhood in nevada,2,gender
that is cool . does that enable you to travel much ? i would like to travel .,2,gender
that sounds very cool ! do you get to travel with your band ?,2,gender
very awesome . my husband and i want to travel after he retires next year .,2,gender
anywhere with a lot of hiking trails !,2,gender
what kind of fish ?,2,gender
i do not like fish . too slimy . rather eat ice cream !,2,gender
i really enjoy traveling . been many places . how about you ?,2,gender
yes i also enjoy eating pizza it is so tasty l . o . l,2,gender
me either that is okay i love to cook and bake too .,2,gender
l . o . l you are funny cool i like to go travel .,2,gender
i've dogs they're the best animals . do you,2,gender
what country do you live in ? i live in america .,2,gender
i adore my dog ! it is a poodle .,2,gender
i hope to be a manager at the power plant that i work at some day .,2,gender
cool . ever dablet with alternate energy ? i wonder what else planes can fly on .,2,gender
"i drive a chevy bolt , but i think we can do a lot better .",2,gender
i have to eat huge meals to get the right fuel i need to keep going,2,gender
"oh i go to college in ga , go dawgs ! i need a job like yours .",2,gender
i have a big lonely house too . i live alone here,2,gender
i'm a chef and i need a job . ok i'll work for 10 less,2,gender
i only ran upstairs twice when i was exercising,2,gender
live there in summer and here in winter and eat large portions of lean meat,2,gender
"i've a parrot , whos name is parrot . my only significant other .",2,gender
sometimes the parrot drives me nuts . the chef in me wants to make chicken wings .,2,gender
"they are delicious , and they don't repeat back what i say",2,gender
i'm a college student in cali,2,gender
what city are you from ?,2,gender
i don't get to get out much,2,gender
i said hello that is all i see . oh guess what ! i'm going to camp !,2,gender
oh that would be the coolest thing ever ! i just moved to the us .,2,gender
i've a trio of three cats . ll,2,gender
what does that mean ?,2,gender
hey there good afternoon to you,2,gender
i'm well nah i'm sad lost my darn job,2,gender
i'm looking for another so don't feel sorry for me .,2,gender
what is the name of your crew ?,2,gender
why do you fight omg,2,gender
"oh , what is single lapping ?",2,gender
"oh i see , i do in the forest . i live with my mom . . in the basement",2,gender
i never see my dad now he moved to guam,2,gender
"good day , i hope it is sunny where you are",2,gender
"of course i would , better that reading . . which i love",2,gender
i enjoy being alone so i eat a lot of takeout,2,gender
hey how are you ? i love cats and my favorite color is green,2,gender
good ! i'm excited because i'm planning a new trip,2,gender
"our pets would make a pair , lol cats and dogs",2,gender
no . . . i'm more of a car person,2,gender
dude that's so perfect . what kind of car do you like the most ?,2,gender
oh that is such a classic car a real beauty !,2,gender
"that would be tiring , do you like it ? i fix bikes and love it",2,gender
"cool , do you have any pets ? i've my good dog george",2,gender
not too many things are better than the beach,2,gender
"i am in south carolina , californias beaches have to be way warmer",2,gender
"oh , probably pretty similar weather to me then",2,gender
"it is a nice place , pretty beaches and tons of places to ride around",2,gender
i enjoy riding my scooter with no music . just the wind .,2,gender
"jello , that is what i love , i am mad for jello !",2,gender
"boston , that ; s crazy , i have an apartment that i live in there !",2,gender
"you know , i've pets that are named after stipplers , there's four of them",2,gender
"major ? , not likely , try magic the gathering , i love it and you will too !",2,gender
i want kids but being a freight truck driver i'd not have time,2,gender
that is good . my eggs are probably too old though,2,gender
not really . i'm pretty boring . do you ?,2,gender
yeah . it gets lonely since my boyfriend got deployed in the army .,2,gender
i just 31 this year . feeling like i need to get my life moving,2,gender
hi how are you tonight,2,gender
yes it is but when i am off i like to fish,2,gender
eat them if they're big enough,2,gender
i do it when on the phone with my mom,2,gender
cool . i don't have kids . just putting off going to bed with my dogs,2,gender
"wow , boy scouts and th , you like that sort of thing . any specific work you are in ?",2,gender
"ha . i'm an accountant . some think it might be boring , but i like it .",2,gender
"well thank you , i appreciate that . but i'm just a meat and potatoes kind of guy .",2,gender
sorry . just basic and solid . don't consider myself fancy . anything else 2 know about you ?,2,gender
very much so . which ones ?,2,gender
"just a little spanish . the hyundai i lease is korean , but that's all !",2,gender
what kind ? my fav is mustang 5 . 0 .,2,gender
"ok , trucks are good . i've hundreds of friends on social media .",2,gender
yes ! ! its the only thing i do not get distracted for .,2,gender
"good , enjoying my sunday morning",2,gender
not good are you at work ?,2,gender
why are some people giants ?,2,gender
i always bend when getting out or drive in my wheel chair .,2,gender
i am from london but am in a holiday in canada .,2,gender
its my first time to be there as part of my birthday celebrations .,2,gender
"i am good thanks , how about you ?",2,gender
"i just did the same , i had a hearty lunch .",2,gender
"a very large meal , chinese food mainly .",2,gender
"fish but it gets a bit awkward , i love to swim .",2,gender
oh great . i love the facebook app it lets me connect .,2,gender
that sounds beautiful i love the mountains,2,gender
yeah i love traveling in teh off season,2,gender
i am trying to buy a car,2,gender
that's fun . i would like it,2,gender
"well , i am living with my folks",2,gender
that sounds fu . i think i will,2,gender
that's awesome . do you si ?,2,gender
"well , i don't eat meat . i think my cats appreciate that .",2,gender
"oh fun , what is your business about ?",2,gender
"lol there's great books about marketing , i used to read a lot .",2,gender
my cats would be all over me if i tried that,2,gender
i think i would get stuck . . .,2,gender
"i do hike , and i love looking for wildlife always when i am out",2,gender
"i love the animals too much . visit the shelter often , and i have several breeds of pets",2,gender
"cats , dogs , snakes , fish . you ?",2,gender
i'm here . are you ?,2,gender
i love eggs ! what else do you like ?,2,gender
"i don't , but i'm thinking of getting one",2,gender
i love crafting and i love hobby lobby ?,2,gender
"i love new tech devices , and you ?",2,gender
"i've a junker car , i do not make that much money",2,gender
and you what do you drive ?,2,gender
me too really . long ride today .,2,gender
"well , i am in colorado right now . i rode from my condo in denver up to aspen .",2,gender
"oh , that's neat ! and yes , the roads here are awesome .",2,gender
i like some of it . blackbird especially .,2,gender
finance . got to to afford my hobbies . and you ?,2,gender
hi how are you tonight,2,gender
i am not sure how to feel i always travel and it is cheaper by myself,2,gender
i am in ohio it is boring,2,gender
i love steak and veggies how about you,2,gender
i am good thanks for asking,2,gender
not much i just lost my job,2,gender
hello there hows the weather where you are ?,2,gender
i know what you mean my computer is front of a big window,2,gender
me too got a coffee club i attend most weeks,2,gender
"not yet , just online . i am trying to make an animation studio",2,gender
"yeah , do you live near any water ?",2,gender
"yes , but red is my favorite",2,gender
"that ok , just fine i under stand .",2,gender
ll you'll . i wear the color red all the time,2,gender
that's cool . i have a dog named rover,2,gender
hi . my team and i have designed 65 video games at work to date .,2,gender
where would you like to go ?,2,gender
sounds fun . do you have a family to go with you ?,2,gender
"hello , what are your hobbies i like to ride horses",2,gender
wow that must have been cramped,2,gender
so i guess love isn't for you ? i like beer myself,2,gender
"okay . lonely , my cat and fish want to be alone instead of with me . you ?",2,gender
i bet you get some pretty mad people on the phone . no one likes those things .,2,gender
hi names greg single and love bacon,2,gender
yeah bacon wrapped cod is good on the beach,2,gender
spring time is amazing out here,2,gender
"nice , i work in graphic arts how about you",2,gender
"oh man another hard day roofing , i could really use a beer .",2,gender
"that is cool , i like to drive my lifted chevy up to the lake some days",2,gender
"wow that's young , want to go out and get a steak for dinner ?",2,gender
"sure , cartoons it is we can take my truck .",2,gender
we could go to the lake and go fishing and bbq up those steaks .,2,gender
prefer anything . at lest it saturday . time to go out dance it up .,2,gender
sounds good would just get a salad and what plans for day ?,2,gender
draw me a shark sometime and that a good talent,2,gender
hi its a gorgeous day where i live how about you,2,gender
i like pistachio . i tried it when i went to the caribbean .,2,gender
i have never been but i hear the beaches are pretty . do you travel ?,2,gender
i can only travel at certain times too . my husband works so much .,2,gender
trinidad and tobago it was so fun . i love meeting new people .,2,gender
no i have not just to puerto rico . you traveled there ?,2,gender
hi there,2,gender
how cute ! i also have three dogs . do you have other pets ?,2,gender
nice ! my husband and i play bingo every wednesday .,2,gender
yeah i feel you . i love staying home too and enjoying my family .,2,gender
"oh nice , i am in california .",2,gender
i don't like it you should make money,2,gender
not yet why do you love it ?,2,gender
really ? i wish i can see them,2,gender
its ok i'll just imagine them,2,gender
i love it when they lay in different colors . i've never seen a yellow egg .,2,gender
great ! yellow is my favorite . when is a good time to visit ?,2,gender
i wear my hair short so the heat won't bother me . i will come .,2,gender
how many do you have ?,2,gender
"rick and morty , but don't tell my mom .",2,gender
i just learned how to make ham and cheese sandwiches . i love them . maybe i'll be chef !,2,gender
i have never seen the ocean . but what if it was orange juice instead ? so cool !,2,gender
just relaxing at home while my employees do the work for me .,2,gender
"want to work for me ? i can only pay you minimum wage , however .",2,gender
well i've my own business . life is good .,2,gender
awesome . i've the time to vacation since i don't need to show face at work .,2,gender
it is because i've so much money from my own business .,2,gender
i eat whatever i want at home since i stay at home all day .,2,gender
"i first started writing in philosophy class , it was that boring .",2,gender
"mine is purple , makes me feel so fancy .",2,gender
ok sure you can fire away,2,gender
and that was the question ?,2,gender
what do you do for a living ?,2,gender
what city are you from ?,2,gender
yes i live and live near lake eerie .,2,gender
yeah that's hard with language barriers . my husbands mother is from spain . .,2,gender
mine are of cats i have no idea why i did that lol,2,gender
i've not but i've seen them on tv,2,gender
what do you do for work ? i'm in med administration,2,gender
they taste pretty good i get them sometimes,2,gender
so what going on for you this evening ?,2,gender
"so much great food in cali , i love to eat really large meals",2,gender
no really what do you do for a living ?,2,gender
ok why are you so orange ?,2,gender
you should i think they're in mexico,2,gender
omao this is just crazy,2,gender
i do not do you like pizza,2,gender
yeah i make pizza puffings they are delicious,2,gender
they're alright do you though,2,gender
that's absolutely great just fantastic,2,gender
i make hot dogs for a living .,2,gender
i also bag groceries for a living,2,gender
i keep pet rats i found at taco bell,2,gender
"yeah that's cool , what is your favorite color ?",2,gender
sorry do you go to work,2,gender
that does sound nice yeah,2,gender
oh wow you are a bird ?,2,gender
"i like to travel too , but how can you travel without income ?",2,gender
yes but then i would have to move from the suburbs to the city .,2,gender
are you in college ? i currently go to union college to be an english teacher,2,gender
oh nice i love naps ! i'd also like to study abroad in spain .,2,gender
nice . i bet you like animals,2,gender
nice . i heard cats are easier than dogs,2,gender
i like dogs but i'm too lazy to take care of them .,2,gender
i hope to get on one this year ! my family really believes in me .,2,gender
what kind ?,2,gender
really ? ! where are they from ? i flown pretty far for my major,2,gender
hi there ! thought i d hop online while resting after cleaning some houses !,2,gender
i got ptsd from being held at gunpoint by a crazy man at work,2,gender
i'm super afraid of heights,2,gender
do you have any pets though,2,gender
wow you must be part fish then,2,gender
oh you bake ? that's awesome . anything good ? i love doughnuts,2,gender
a pug and a husky . they're so cute . i wish i could show you a picture .,2,gender
they are such sweet dogs . do you have any pets ?,2,gender
what do you do for a living,2,gender
i market the whole home so people will move in,2,gender
that's cool i hike the appalachian trail when i have free time .,2,gender
star wars always a fun movie to watch .,2,gender
awesome . how is the weather in california like today ?,2,gender
i can not believe that i can not go surfing today because of the shark .,2,gender
"just one , but it bit off someones leg , now watch me dream about it .",2,gender
"yes , i love surfing . better than having to worry about dating .",2,gender
oh wow . i have attended 16 schools in 12 years so i have moved a lot,2,gender
because i reside in a ranch,2,gender
just had a long run with my dogs . are you tall ?,2,gender
"soup , but there was a hair in it . you ?",2,gender
"oh wow , i've no cats , but i do hace a couple of dogs .",2,gender
big brown dogs with happy tails . do you swim ?,2,gender
do you like burgers ? i like them more than anything .,2,gender
"at my house . i eat raw hamburgers , because i like the color red .",2,gender
cool . i'm an accountant . who loves to eat raw hamburgers .,2,gender
i can do that . i got accountant money . dollar dollar bills .,2,gender
that sounds pretty interesting . do you like animals,2,gender
what happened with that situation,2,gender
it was great . i got some food .,2,gender
yeah . i need to get slim,2,gender
hello ! today is very cold here just like every other day,2,gender
luck you . i happen to be a viking living up in nunavut .,2,gender
we do not have any peanuts up here . they would freeze .,2,gender
sorry to hear that . i enjoy fine dining as well also pillaging !,2,gender
i agree with you there .,2,gender
hi i was able to run fast not anymore do to aging,2,gender
yeah it is and the medical bills will be brutal when i receive it,2,gender
why is that ? do you not like it any more ?,2,gender
i understand . i hate the familiarity of hospitals and doctors is to much to deal with,2,gender
my day was awful . i really don't like the school i go to .,2,gender
that sounds exciting ! i'm only in highschool .,2,gender
i love dogs ! my mutt loves swimming in our lake .,2,gender
i don't know what i want to do yet .,2,gender
"consider adding more protein to your diet , it will keep you full .",2,gender
which one do you like better ?,2,gender
i never thought about it that way .,2,gender
i work at mc donald fast food,2,gender
"aw that cool , i would love to learn to translate ,",2,gender
"tends , but not much time for that",2,gender
no i cant have any pets where i am at,2,gender
"well in that case , have you ever driven a racecar ?",2,gender
"not really , but i need to find a way to fund a sky diving trip",2,gender
hey ! whats up ? just eating some mac n cheese .,2,gender
where do you cruise to ?,2,gender
"oh , not that great . my heart hurts .",2,gender
are there many evil skydivers ? i dislike evil !,2,gender
i've a small farm in ohio dreaming to go to the city for once,2,gender
i just want to see the lights my 3 older brother live there . i'm the baby,2,gender
that's cool cool . what else do you like ?,2,gender
wow you are a dead head how cool is that !,2,gender
i'm a lot older than that ! i'm a farmer . what do you like to do ?,2,gender
"yes , i am . my wife helps a lot on the farm since my car accident .",2,gender
thank you . do you have any other hobbies ? any pets ?,2,gender
hi ! just got finished eating my favorite pizza . how are you ?,2,gender
fine ! since living in the us i've seen so much damage from the hurricanes . terrible .,2,gender
yes we both are for sure the sky is a beautiful blue today my favorite color,2,gender
i'm doing well . i'm so glad fall is upon us !,2,gender
oh no ! that'sn't good . is it in the shop now ?,2,gender
i am always making something different . i am vegan . cauliflower nachos ? awesome !,2,gender
i love the cool weather and the leaves changing colors .,2,gender
"its a very nice place you'll be fine , hope you get nice friends",2,gender
"no , my other friends are their . you can take your pet with you .",2,gender
"i like cooking , love to eat , and painting .",2,gender
greetings from new york ! how are you today ?,2,gender
i'm well thanks . lacing up to go walk some dogs !,2,gender
"i'm too scared to travel out of the united states , let alone the moon !",2,gender
"i walk dogs for a living , saving up to meet my best friend . she lives in japan",2,gender
"posters are cool . i dream of traveling outside the us , once my fear is beat .",2,gender
great . i live with my parents but they will be okay with you coming over .,2,gender
that works . do you fly often ?,2,gender
"i've spent time in asia , i wen to 3 countires there . ps asia is not a country",2,gender
"i work at a brewery , i am the financial analyst hic",2,gender
butter coffee sounds pretty interesting,2,gender
that's cook do you like the outdoors,2,gender
i love to camp and do outdoor activities,2,gender
that makes sense have you always lived in the city ?,2,gender
i am originally from london i kind of miss it,2,gender
wuss poppin b ? whats your deal ?,2,gender
"i don't think so , not allowed in my dorms . i'm a student",2,gender
i love to shop read and sleep,2,gender
i also go to med school,2,gender
our lady of the lake hospital,2,gender
it makes me very happy to be able to,2,gender
"i am , thanks ! just got home from work . do you work ?",2,gender
i work for a power company . what do you study ?,2,gender
i love tacos ! what is your favorite food ?,2,gender
so you are vegetarian ? i am from los angeles so there are lots of vegetarian restaurants,2,gender
do you have any pets ? i have a cat,2,gender
bit jet lagged myself just got back from london .,2,gender
what is the meaning of life ? green beans yuck .,2,gender
me too right ? think it is just to live with love moment to moment .,2,gender
awesome . i am just here chilling with my cat eating tacos,2,gender
i dreamed i broke it once and was talking about it in my sleep,2,gender
"okay , you will have to come over another night for tacos then",2,gender
i love animals and plants .,2,gender
that would be difficult to deal with .,2,gender
when its dark outside i love walking at night . hello,2,gender
no not yet but i love to while eating my pizza .,2,gender
yes i love hawaiian pizza also like me just being myself like pizza .,2,gender
"thar does not sound any fun . where are you from , i am from baton rough",2,gender
any famous pizza shop ? i am looking for work,2,gender
oh they have good pizza and the chicken alfredo is pretty good,2,gender
"mexican mole , just wanted to share that i bought a car today",2,gender
"making paint , i've a scholarship to florida state",2,gender
i wish i'd love to work with dreamworks one day that's the dream,2,gender
i draw the cartoons and hope to submit my work there,2,gender
"hi there , nice to meet you !",2,gender
"cool ! i'm boring , just like watching tv and sitting on the couch all day .",2,gender
yes . what do you do for a living ? i make cars !,2,gender
"good ! i have to go in a bit for dinner . mac and cheese , my favorite !",2,gender
that sounds delicious ! thanks for talking with me .,2,gender
hello how are you ? i am eating pizza i love this stuff,2,gender
i have to get a passport because i'm a citizen of america,2,gender
i'll go to spain one day,2,gender
hello how are you ? i'm fine myself but its too hot here !,2,gender
"in florida but i love cold winter , i wish i lived in iceland ! you ?",2,gender
currently practicing my cursive writing ! what about you ?,2,gender
gila is the name of my favorite electro country musician hehe,2,gender
i do too but my favorite plants live in cold places so i cannot grow them here,2,gender
what do you paint usually ?,2,gender
what do you drive bro ?,2,gender
naw . i've a lifted 4x4 black with some sick chrome . double smoke stacks .,2,gender
does ford even make smart cars ? gotta go ford . trucks . cars . all ford .,2,gender
get a ford fiesta . i could not haul a deer in a smart car .,2,gender
my dad taught me to hunt . guess what kind of truck he has .,2,gender
what are you in school for ? i might become a mechanic . ford certified of course .,2,gender
hey what is up how are you,2,gender
"yum , i wish i could eat pizza , blast this diet . what is your favorite food ?",2,gender
that's cool ! what kind of restaurant do you work at ?,2,gender
i have no brothers and sisters here at home so i walk alone,2,gender
you like gardening ? my mom has a garden but i never work on it .,2,gender
that sounds fun ! do you work alone ? i like working alone .,2,gender
"that's very relaxing . i'm still in the job market , feeling stressed .",2,gender
i have trouble trusting people . the world feels so dark sometimes .,2,gender
do you happen to need a new washer or dryer ?,2,gender
great ! we are having a promotion at sears . i will get you a discount .,2,gender
"sorry , i drifted into my favorite song by the red hot chili peppers . you know them ?",2,gender
that's awesome ! i wanted to be a roadie writer and tour with them .,2,gender
where do you work at,2,gender
do you enjoy it then,2,gender
where would you move to,2,gender
arizona reaches 110 degrees normally,2,gender
yeah so humid it is crazy,2,gender
do you eat meat then,2,gender
what is a 386 though ?,2,gender
wow that sounds cool where do your parents work,2,gender
i am basically a gym rat . but i try to read often too .,2,gender
interesting ! ! i am currently dabbling with italian . not like pizza and stuff though .,2,gender
"i am pretty good , just super tired , long night",2,gender
"i started working night shifts again , so it was a long night",2,gender
"that is crazy , the only thing i order is like pizza . delivery is expensive for everything",2,gender
"i live in texas , you ?",2,gender
"i moved here from utah a little after i was born , so i do love cold",2,gender
"well , i've an affinity for blue , so i collect weird blue items",2,gender
i do . i try to do a little bit of everything around the house,2,gender
steak . i'm a meat and potatoes kind of man haha,2,gender
breakfast amazing just getting use to this new land and new journey in usa,2,gender
city life is hard being from japan canda i miss,2,gender
doing a event for my students at school maybe find a date there,2,gender
i'm getting ready to go out to the movies,2,gender
oh that must be nice . do you like it ?,2,gender
hi how are you ? my class of 26 is very active today .,2,gender
thank you so very much !,2,gender
that is awesome . my family actually owns a farm .,2,gender
burritos are great but there'sn'thing like a steak,2,gender
i love to travel when i get the chance,2,gender
that is good because i'll need you in a short time to come,2,gender
can you join me and i sing normally on wedding partys .,2,gender
yes i have a brown cat and a white dog .,2,gender
"hi , i met a real life vampire , so i think",2,gender
i guess . . my mom reads palms for a living and she knows her stuff,2,gender
i wish i was happy but i spend all my cash at the casino,2,gender
the hospital isn't very pleasant,2,gender
do you ever get an ice cream sandwich cookie ? i love ice cream too,2,gender
so what else do you like besides going to the mall ? haha,2,gender
no sadly i do not but i've a lavish garden,2,gender
interesting . what about food ? i love mexican food !,2,gender
cool ! i enjoy hunting but i don't kill animals just kind of sneak up on them haha,2,gender
i just ate some ramen . i wish i had a cheese burger . a triple cheeseburger,2,gender
i know what i'm having for lunch tomorrow .,2,gender
i follow macroeconomics and finance closely . i trade currencies .,2,gender
yeah i had to drop out of school but its worth it,2,gender
no i wish do you ?,2,gender
hey how are you ? i love eating hard boiled eggs,2,gender
i hope they're all safe,2,gender
that sucks . eggs would make it smell bad,2,gender
that sounds great . i just got back from active duty,2,gender
"i've a chevy too , it was my dads before he went into the military",2,gender
"i like any kind of meat , i could eat meat all day , you ?",2,gender
"they did , that's why i will not ride a bus .",2,gender
"they got hit by 1 , like music ?",2,gender
keep trying i am off 3 days a week i can help you,2,gender
care to chat with a hamburger lover ? its my fav food .,2,gender
maybe some day . i work all the time rehearsing for my work a show .,2,gender
its my life story sort of . my mom and dad died in a car wreck .,2,gender
my mom has me enrolled in a martial arts class after school,2,gender
i really do like it already had several classes,2,gender
so any exciting plans for the evening ?,2,gender
the upside is that i get to buy as much bacon as i want,2,gender
"i like the color green too , i should eat more green food though",2,gender
"yeah , what is your favorite treat to bake ?",2,gender
suppers are fantastic ! just resting after a long day of hiking,2,gender
i'm in northern texas so i've avoided both of them thankfully . i love the outdoors though .,2,gender
there's a good biking trail down there i've been on . i hope irma isn't as bad,2,gender
hopefully it still is by the time it reaches land,2,gender
i gave up soda . i want to stay healthy .,2,gender
i want to be in a place where its about me for once .,2,gender
they want me live vicariously through me . . . i hate it when they do that .,2,gender
"i have had money taken from me and it made me mad , because i owed them .",2,gender
"your telling me . i'm sorry i will go , thanks for talking with me .",2,gender
well i think its more like just don't know what to say . . about it,2,gender
i do not think so either . i'm sorry for venting like this it makes me mad .,2,gender
do you like dr . pepper ?,2,gender
that sounds fun . where do you work ?,2,gender
"i never , sadly , learned the ways of driving .",2,gender
i'm sorry it caused you pain . do you like los angeles ?,2,gender
"if i knew how to drive , i would visit .",2,gender
do you live with anyone else ? i'm alone and lonely today .,2,gender
i love cheeseburgers whats your favorite food ?,2,gender
i like to go fishing and make my own fine dinners .,2,gender
"yeah , i went to six flags , lol , yes , i am a big kid",2,gender
yes i've a bunch of cats,2,gender
"penny , roscoe , sunshine , and princess",2,gender
thank you so much i will,2,gender
i don't have one i love them all the same,2,gender
thanks for validating me . . . i really needed that .,2,gender
my dad left the family . . . but i appreciate the thought !,2,gender
"my parents always protected me from bees , it cause allergies for me",2,gender
good to know i've god too . i love god .,2,gender
"i only believe in the bible god , i am from michigan grand rapids area",2,gender
what state do you live ? are there bees there ?,2,gender
i love the stones ! sometimes i listen to them when i'm on hikes .,2,gender
are there some good trails by your house ?,2,gender
my favorite game right now is destiny 2 which console do you have,2,gender
you should check it out . i've to go now and make dinner nice talking to you,2,gender
oh nice ! i just watch flintstones still not scientist here .,2,gender
i just prefer simpler times than we are having now .,2,gender
oh ! it would have been better to be a simple joke for others to understand .,2,gender
oh goodness ! i haven't heard them in years .,2,gender
"in my retirement , a lake house sounds nice",2,gender
mostly i go to the gym and bars to hang out,2,gender
how many do you have ?,2,gender
lol i bet that brings a lot of fun times,2,gender
a n y interesting hobbies ?,2,gender
what do you eat before a run ? i love junk food .,2,gender
hi . i just got off of work at a doctors office . where do you work ?,2,gender
thorns on my toes and a right ankle rose tattoo .,2,gender
"pizza is yummy ! nothing much . between tattoos and silver jewelry , i'm pretty .",2,gender
haha oh man ! thatll be hard to give up . my gf loves it too !,2,gender
"i have , its pretty good and i am a huge pizza fan",2,gender
wow i can't eat it but that is exciting !,2,gender
it gives me bad gas haha but i love to cook !,2,gender
"cool . i have 5 in total , all of cats",2,gender
i used to live in baltimore,2,gender
i prefer karma . whatever is out there's gonna happen .,2,gender
once . too hard to understand . do you have any pets ?,2,gender
"i've five dogs , all were shelter animals . 8th grade ! they're kinda like animals , too .",2,gender
do you have a home life like me ?,2,gender
"7 years is a long time , i'm not very satisfy with my job .",2,gender
"i work in a law firm , and do mostly real estate .",2,gender
oh that's cool . where do you live ?,2,gender
"i live in california , too ! i couldn't live without the waves .",2,gender
no we are still negotiating if i can still have my daily does of south park,2,gender
"yeah , where did you move to ?",2,gender
yeah . so what do you do for a living ?,2,gender
i am meal prepping for the week,2,gender
cafeteria food ewww you never know what they have in that i'm a health nut,2,gender
oh wow japan is great i took a trip there on a workout tour,2,gender
i took alot of great pics there and posted them all on instagram,2,gender
hope you get it . just work selling food . what you want to be ?,2,gender
well hope you get the help you need,2,gender
oh no ! you should drink some claritin !,2,gender
i'm doing good . just cooking up some pork . i should really start eating more veggies,2,gender
i love meat ! and i get lazy to cook the veggies,2,gender
ll same ! but i am the only one ho does the shopping so i cannot be too lazy,2,gender
